game_id,team_id,opponent_id,favored_id,half,championship_id,date,hour,code
15235552,1974,1967,1974,first,325,2026-05-10,20:30:00,fafe647e-71aa-4ce2-8cbc-b2552cb13841
15235552,1974,1967,1974,first,325,2026-05-10,20:30:00,10fa49da-d093-4857-a7de-7916dc0c23b5
15235552,1974,1967,1974,first,325,2026-05-10,20:30:00,ad5f2281-90f2-4032-809c-ec677ff6419f
15235552,1974,1967,1974,first,325,2026-05-10,20:30:00,ad474ac1-621a-4073-a077-d2178f180e8f
15235552,1974,1967,1967,first,325,2026-05-10,20:30:00,736a785a-0226-4660-9cb4-07bae003682b
15235552,1974,1967,1967,first,325,2026-05-10,20:30:00,160d41a0-1572-4af1-8bc2-135f0eb26cf7
15235552,1974,1967,1967,second,325,2026-05-10,20:30:00,475d1975-cc01-4470-89f3-9e881311b82f
